node,year_construction,capacity_existing
AT,1994,0.0009126217532467539
AT,1995,0.0009126217532467539
AT,1996,0.0009126217532467539
AT,1997,0.0009126217532467539
AT,1998,0.0009126217532467539
AT,1999,0.0009126217532467539
AT,2000,0.0009126217532467539
AT,2001,0.0009126217532467539
AT,2002,0.0009126217532467539
AT,2003,0.0009126217532467539
AT,2004,0.0009126217532467539
AT,2005,0.0009126217532467539
AT,2006,0.0009126217532467539
AT,2007,0.0009126217532467539
AT,2008,0.0009126217532467539
AT,2009,0.0009126217532467539
AT,2010,0.0009126217532467539
AT,2011,0.0009126217532467539
AT,2012,0.0009126217532467539
AT,2013,0.0009126217532467539
AT,2014,0.0009126217532467539
AT,2015,0.0009126217532467539
AT,2016,0.0009126217532467539
AT,2017,0.0009126217532467539
AT,2018,0.0009126217532467539
AT,2019,0.0009126217532467539
AT,2020,0.0009126217532467539
AT,2021,0.0009126217532467539
BE,1994,0.3066858076298701
BE,1995,0.3066858076298701
BE,1996,0.3066858076298701
BE,1997,0.3066858076298701
BE,1998,0.3066858076298701
BE,1999,0.3066858076298701
BE,2000,0.3066858076298701
BE,2001,0.3066858076298701
BE,2002,0.3066858076298701
BE,2003,0.3066858076298701
BE,2004,0.3066858076298701
BE,2005,0.3066858076298701
BE,2006,0.3066858076298701
BE,2007,0.3066858076298701
BE,2008,0.3066858076298701
BE,2009,0.3066858076298701
BE,2010,0.3066858076298701
BE,2011,0.3066858076298701
BE,2012,0.3066858076298701
BE,2013,0.3066858076298701
BE,2014,0.3066858076298701
BE,2015,0.3066858076298701
BE,2016,0.3066858076298701
BE,2017,0.3066858076298701
BE,2018,0.3066858076298701
BE,2019,0.3066858076298701
BE,2020,0.3066858076298701
BE,2021,0.3066858076298701
BG,1994,0.003971635551948049
BG,1995,0.003971635551948049
BG,1996,0.003971635551948049
BG,1997,0.003971635551948049
BG,1998,0.003971635551948049
BG,1999,0.003971635551948049
BG,2000,0.003971635551948049
BG,2001,0.003971635551948049
BG,2002,0.003971635551948049
BG,2003,0.003971635551948049
BG,2004,0.003971635551948049
BG,2005,0.003971635551948049
BG,2006,0.003971635551948049
BG,2007,0.003971635551948049
BG,2008,0.003971635551948049
BG,2009,0.003971635551948049
BG,2010,0.003971635551948049
BG,2011,0.003971635551948049
BG,2012,0.003971635551948049
BG,2013,0.003971635551948049
BG,2014,0.003971635551948049
BG,2015,0.003971635551948049
BG,2016,0.003971635551948049
BG,2017,0.003971635551948049
BG,2018,0.003971635551948049
BG,2019,0.003971635551948049
BG,2020,0.003971635551948049
BG,2021,0.003971635551948049
CH,1994,0.0009126217532467539
CH,1995,0.0009126217532467539
CH,1996,0.0009126217532467539
CH,1997,0.0009126217532467539
CH,1998,0.0009126217532467539
CH,1999,0.0009126217532467539
CH,2000,0.0009126217532467539
CH,2001,0.0009126217532467539
CH,2002,0.0009126217532467539
CH,2003,0.0009126217532467539
CH,2004,0.0009126217532467539
CH,2005,0.0009126217532467539
CH,2006,0.0009126217532467539
CH,2007,0.0009126217532467539
CH,2008,0.0009126217532467539
CH,2009,0.0009126217532467539
CH,2010,0.0009126217532467539
CH,2011,0.0009126217532467539
CH,2012,0.0009126217532467539
CH,2013,0.0009126217532467539
CH,2014,0.0009126217532467539
CH,2015,0.0009126217532467539
CH,2016,0.0009126217532467539
CH,2017,0.0009126217532467539
CH,2018,0.0009126217532467539
CH,2019,0.0009126217532467539
CH,2020,0.0009126217532467539
CH,2021,0.0009126217532467539
CZ,1994,0.00019407061688311693
CZ,1995,0.00019407061688311693
CZ,1996,0.00019407061688311693
CZ,1997,0.00019407061688311693
CZ,1998,0.00019407061688311693
CZ,1999,0.00019407061688311693
CZ,2000,0.00019407061688311693
CZ,2001,0.00019407061688311693
CZ,2002,0.00019407061688311693
CZ,2003,0.00019407061688311693
CZ,2004,0.00019407061688311693
CZ,2005,0.00019407061688311693
CZ,2006,0.00019407061688311693
CZ,2007,0.00019407061688311693
CZ,2008,0.00019407061688311693
CZ,2009,0.00019407061688311693
CZ,2010,0.00019407061688311693
CZ,2011,0.00019407061688311693
CZ,2012,0.00019407061688311693
CZ,2013,0.00019407061688311693
CZ,2014,0.00019407061688311693
CZ,2015,0.00019407061688311693
CZ,2016,0.00019407061688311693
CZ,2017,0.00019407061688311693
CZ,2018,0.00019407061688311693
CZ,2019,0.00019407061688311693
CZ,2020,0.00019407061688311693
CZ,2021,0.00019407061688311693
DE,1994,0.0753167532467532
DE,1995,0.0753167532467532
DE,1996,0.0753167532467532
DE,1997,0.0753167532467532
DE,1998,0.0753167532467532
DE,1999,0.0753167532467532
DE,2000,0.0753167532467532
DE,2001,0.0753167532467532
DE,2002,0.0753167532467532
DE,2003,0.0753167532467532
DE,2004,0.0753167532467532
DE,2005,0.0753167532467532
DE,2006,0.0753167532467532
DE,2007,0.0753167532467532
DE,2008,0.0753167532467532
DE,2009,0.0753167532467532
DE,2010,0.0753167532467532
DE,2011,0.0753167532467532
DE,2012,0.0753167532467532
DE,2013,0.0753167532467532
DE,2014,0.0753167532467532
DE,2015,0.0753167532467532
DE,2016,0.0753167532467532
DE,2017,0.0753167532467532
DE,2018,0.0753167532467532
DE,2019,0.0753167532467532
DE,2020,0.0753167532467532
DE,2021,0.0753167532467532
DK,1994,0.031692077922077906
DK,1995,0.031692077922077906
DK,1996,0.031692077922077906
DK,1997,0.031692077922077906
DK,1998,0.031692077922077906
DK,1999,0.031692077922077906
DK,2000,0.031692077922077906
DK,2001,0.031692077922077906
DK,2002,0.031692077922077906
DK,2003,0.031692077922077906
DK,2004,0.031692077922077906
DK,2005,0.031692077922077906
DK,2006,0.031692077922077906
DK,2007,0.031692077922077906
DK,2008,0.031692077922077906
DK,2009,0.031692077922077906
DK,2010,0.031692077922077906
DK,2011,0.031692077922077906
DK,2012,0.031692077922077906
DK,2013,0.031692077922077906
DK,2014,0.031692077922077906
DK,2015,0.031692077922077906
DK,2016,0.031692077922077906
DK,2017,0.031692077922077906
DK,2018,0.031692077922077906
DK,2019,0.031692077922077906
DK,2020,0.031692077922077906
DK,2021,0.031692077922077906
EE,1994,0.013130665584415594
EE,1995,0.013130665584415594
EE,1996,0.013130665584415594
EE,1997,0.013130665584415594
EE,1998,0.013130665584415594
EE,1999,0.013130665584415594
EE,2000,0.013130665584415594
EE,2001,0.013130665584415594
EE,2002,0.013130665584415594
EE,2003,0.013130665584415594
EE,2004,0.013130665584415594
EE,2005,0.013130665584415594
EE,2006,0.013130665584415594
EE,2007,0.013130665584415594
EE,2008,0.013130665584415594
EE,2009,0.013130665584415594
EE,2010,0.013130665584415594
